Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Typescript,Microsoft Sql Server,Microsoft Azure,Angular;Asp.net Core,Higher Education,Unknown,Github Copilot;Whispr Ai,"Employed, Full-Time"
Mbombela Campus,Computer Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Student,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Assembly;Bash/Shell (All Shells);C;C++;Go;Haskell;Java;Kotlin;Powershell;Python;Rust,Mysql;Postgresql;Sqlite,Amazon Web Services (Aws);Vmware,Node.js;React;Spring Boot,Higher Education,Chatgpt,Adrenaline;Aws Codewhisperer;Github Copilot,"Student, Full-Time;Employed, Part-Time"
Durban Campus,Data Science,I Am A Developer By Profession,"Developer, Desktop Or Enterprise Applications","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#;Html/Css;Javascript;Python;Sql,Cosmos Db;Microsoft Access;Microsoft Sql Server;Mongodb;Mysql;Sqlite,Microsoft Azure,Asp.net;Asp.net Core;Blazor;Jquery,Advertising Services,Bing Ai;Chatgpt,Aws Codewhisperer;Replit Ghostwriter;Tabnine,"Employed, Full-Time"
Pretoria Campus,Data Science,I Am Learning To Code,Unknown,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",C++;Html/Css;Javascript;Python,Sqlite,Netlify,Flask;Next.js,Advertising Services,Bing Ai;Chatgpt;Google Bard Ai;Neeva Ai;Quora Poe;Wolframalpha,Adrenaline;Aws Codewhisperer;Github Copilot;Replit Ghostwriter,"Student, Full-Time"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Bash/Shell (All Shells);Html/Css;Javascript;Php;Sql;Typescript,Mariadb;Mongodb;Mysql;Redis,Unknown,Jquery,Oil & Gas,Unknown,Aws Codewhisperer;Synk Code,"Independent Contractor, Freelancer, Or Self-Employed"
Durban Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Associate Degree (A.a., A.s., Etc.)",Html/Css;Javascript;Php;Sql,Mysql,Cloudflare;Digital Ocean,Jquery;Laravel;Node.js;Vue.js,Other,Chatgpt,Aws Codewhisperer;Github Copilot;Replit Ghostwriter,"Employed, Full-Time"
Midrand Campus,Data Science,I Am Learning To Code,Unknown,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Html/Css;Kotlin;Python;Sql,Firebase Realtime Database;Sqlite,Firebase,Django;Flask,Wholesale,Chatgpt,Github Copilot;Mintlify,"Not Employed, But Looking For Work;Student, Full-Time"
Durban Campus,It,I Code Primarily As A Hobby,Unknown,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",C;Html/Css;Javascript;Python;Sql;Typescript,Mongodb;Sqlite,Heroku;Netlify,Node.js;React,Wholesale,Chatgpt;Wolframalpha,Adrenaline;Github Copilot,"Student, Full-Time"
Durban Campus,Data Science,I Am A Developer By Profession,Engineering Manager,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Bash/Shell (All Shells);Go;Html/Css;Java;Javascript;Kotlin;Php;Powershell;Python;R;Ruby;Rust;Sql;Typescript,Dynamodb;Elasticsearch;Mariadb;Microsoft Sql Server;Mysql;Oracle;Postgresql;Redis,Amazon Web Services (Aws);Cloudflare;Fly.io;Microsoft Azure;Oracle Cloud Infrastructure (Oci);Vercel,Deno;Django;Drupal;Express;Fastapi;Fastify;Flask;Gatsby;Laravel;Nestjs;Next.js;Node.js;Nuxt.js;React;Remix;Ruby On Rails;Spring Boot;Svelte;Symfony;Vue.js;Wordpress,Healthcare,Unknown,Adrenaline;Aws Codewhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr Ai,"Employed, Full-Time"
Pretoria Campus,It,I Am Learning To Code,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Html/Css;Javascript;Typescript,Mongodb,Vercel,Node.js,Advertising Services,Chatgpt;Google Bard Ai,Codeium;Github Copilot;Tabnine,"Not Employed, But Looking For Work"
Mbombela Campus,Data Science,I Am A Developer By Profession,Student,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C++;Html/Css;Javascript;Python;Ruby;Rust;Typescript,Mariadb;Mongodb;Mysql;Postgresql,Vercel,Nestjs;Next.js;React;Ruby On Rails,Higher Education,Chatgpt,Github Copilot;Replit Ghostwriter;Tabnine,"Employed, Full-Time;Student, Full-Time"
Durban Campus,It,I Am A Developer By Profession,Unknown,Primary/Elementary School,Go;Javascript;Rust;Typescript,Mongodb;Mysql;Postgresql;Redis;Sqlite,Unknown,Angular;Deno;Express;Fastify;Next.js;Node.js;React,Oil & Gas,Chatgpt,Adrenaline;Github Copilot;Tabnine,"Student, Part-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,Devops Specialist,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);Go;Javascript;Python;Sql,Elasticsearch;Mongodb;Postgresql,Amazon Web Services (Aws),Express;Flask;Node.js,Retail And Consumer Services,Chatgpt,Adrenaline;Aws Codewhisperer;Codeium;Mintlify;Rubber Duck.ai;Synk Code;Tabnine,"Employed, Full-Time"
Nelson Mandela Bay Campus,Data Science,I Am A Developer By Profession,"Developer, Embedded Applications Or Devices","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells);C;Matlab;Python,Influxdb;Redis,Openshift,Fastapi,Advertising Services,Unknown,Aws Codewhisperer;Github Copilot;Tabnine,"Employed, Full-Time"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Desktop Or Enterprise Applications","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C;C++;Html/Css;Java;Javascript;Objective-C;Php;Powershell;Python;Sql,Firebase Realtime Database;Microsoft Sql Server;Mongodb;Mysql;Oracle;Postgresql;Sqlite,Cloudflare;Firebase;Google Cloud,Django;Express;Jquery;Node.js;React,Healthcare,Bing Ai;Chatgpt;Google Bard Ai,Aws Codewhisperer,"Employed, Part-Time"
Midrand Campus,Computer Science,I Am A Developer By Profession,Devops Specialist,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells),Elasticsearch;Postgresql,Amazon Web Services (Aws),Nestjs;Next.js;Spring Boot,Financial Services,Chatgpt,Github Copilot;Synk Code;Tabnine;Whispr Ai,"Employed, Full-Time"
Mbombela Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Go;Php;Sql,Mongodb;Mysql;Redis;Sqlite,Amazon Web Services (Aws);Cloudflare;Digital Ocean,Laravel,Other,Chatgpt,Aws Codewhisperer;Tabnine,"Employed, Full-Time;Independent Contractor, Freelancer, Or Self-Employed"
Midrand Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Html/Css;Java;Python;Sql;Typescript,H2;Mysql;Oracle;Postgresql,Google Cloud;Microsoft Azure,Angular;Node.js;Spring Boot,Retail And Consumer Services,Chatgpt,Aws Codewhisperer;Github Copilot;Mintlify,"Employed, Full-Time"
Midrand Campus,It,I Am A Developer By Profession,"Developer, Front-End",Some College/University Study Without Earning A Degree,Html/Css,Mysql,Cloudflare,Asp.net;Jquery;React;Wordpress,Retail And Consumer Services,Chatgpt,Adrenaline;Aws Codewhisperer;Github Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.ai;Synk Code;Tabnine;Whispr Ai,"Employed, Full-Time"
Midrand Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,Elixir;Html/Css;Javascript;Solidity;Sql,Postgresql,Amazon Web Services (Aws);Heroku,Phoenix,Insurance,Chatgpt,Github Copilot;Mintlify;Tabnine,"Independent Contractor, Freelancer, Or Self-Employed"
Durban Campus,Data Science,I Code Primarily As A Hobby,"Developer, Full-Stack",Some College/University Study Without Earning A Degree,C#;Html/Css;Java;Javascript;Typescript,Mongodb;Mysql;Redis,Unknown,Node.js,Other,Bing Ai,Github Copilot;Replit Ghostwriter,"Not Employed, But Looking For Work"
Nelson Mandela Bay Campus,Computer Science,I Am A Developer By Profession,Other (Please Specify):,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",C#,Cosmos Db;Microsoft Sql Server,Microsoft Azure,Asp.net Core,Other,Bing Ai;Chatgpt,Aws Codewhisperer;Codeium;Github Copilot;Synk Code;Tabnine,"Employed, Full-Time"
Midrand Campus,Data Science,I Code Primarily As A Hobby,Unknown,"Associate Degree (A.a., A.s., Etc.)",C#;Go;Html/Css;Javascript;Php,Mariadb;Mysql;Sqlite,Vercel,Vue.js,Wholesale,Bing Ai;Chatgpt,Codeium;Github Copilot;Synk Code,Retired
Durban Campus,Data Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies","Developer, Desktop Or Enterprise Applications","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Html/Css;Javascript;Php;Sql;Typescript,Mysql,Vercel,Jquery;Node.js;Svelte,Advertising Services,Unknown,Synk Code,"Independent Contractor, Freelancer, Or Self-Employed"
Durban Campus,It,I Am Learning To Code,Student,Some College/University Study Without Earning A Degree,C;Elixir;Java;Sql;Typescript,Mongodb,Amazon Web Services (Aws),Express;Node.js;Phoenix,Insurance,Chatgpt;Wolframalpha,Adrenaline;Github Copilot;Synk Code,"Employed, Full-Time;Student, Full-Time"
Pretoria Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C;Html/Css;Javascript;Kotlin;Python;Sql;Swift,Dynamodb;Oracle;Sqlite,Amazon Web Services (Aws),Node.js,Financial Services,Chatgpt,Codeium;Replit Ghostwriter,"Independent Contractor, Freelancer, Or Self-Employed"
Midrand Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Javascript;Python;Sql,Clickhouse;Mongodb;Postgresql;Redis,Heroku,Django;Fastapi;Flask,Financial Services,Unknown,Aws Codewhisperer;Replit Ghostwriter;Rubber Duck.ai;Tabnine,"Employed, Full-Time"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Dart;Html/Css;Javascript;Php;Python;Sql;Swift;Typescript,Firebase Realtime Database;Mariadb;Mongodb;Mysql;Sqlite,Amazon Web Services (Aws);Firebase;Heroku;Netlify;Vercel,Deno;Express;Fastify;Jquery;Next.js;Node.js;React,"Manufacturing, Transportation, Or Supply Chain",Chatgpt,Mintlify;Tabnine,"Employed, Full-Time"
Durban Campus,Data Science,I Am A Developer By Profession,Unknown,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C#;Java;Javascript;Lua;Python;Ruby;Sql;Typescript;Visual Basic (.Net),Mariadb;Microsoft Access;Microsoft Sql Server;Mongodb;Mysql;Postgresql;Redis;Sqlite,Amazon Web Services (Aws);Digital Ocean;Google Cloud,Svelte;Vue.js,Wholesale,Chatgpt,Aws Codewhisperer;Github Copilot;Replit Ghostwriter;Rubber Duck.ai,"Not Employed, But Looking For Work"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C#;Java;Javascript;Sql,Elasticsearch;H2;Oracle;Postgresql;Solr,Unknown,Angular;Asp.net Core;Blazor;Jquery;Spring Boot,Advertising Services,Unknown,Adrenaline;Tabnine,"Employed, Full-Time"
Durban Campus,It,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Security Professional,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C;C++;Html/Css;Java;Javascript;Matlab;Php;Powershell;Prolog;Python;Sql;Typescript;Vba;Visual Basic (.Net),Mongodb;Mysql;Oracle;Sqlite,Heroku;Netlify;Vercel,Django;Express;Jquery;Nestjs;Node.js;React,Legal Services,Unknown,Aws Codewhisperer;Codeium;Github Copilot;Tabnine,"Employed, Full-Time"
Nelson Mandela Bay Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack",Primary/Elementary School,Go;Html/Css;Javascript;Php;Python,Elasticsearch;Mariadb;Mongodb;Mysql;Postgresql;Redis;Sqlite;Supabase,"Amazon Web Services (Aws);Cloudflare;Digital Ocean;Firebase;Google Cloud;Hetzner;Linode, Now Akamai;Vercel",Next.js;Node.js;Nuxt.js;React;Svelte;Vue.js;Wordpress,Other,Bing Ai;Chatgpt;Google Bard Ai,Adrenaline;Codeium;Github Copilot,"Independent Contractor, Freelancer, Or Self-Employed"
Durban Campus,Computer Science,I Am Learning To Code,"Developer, Desktop Or Enterprise Applications","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Javascript;Php;Python;Sql;Vba;Visual Basic (.Net),Microsoft Access;Microsoft Sql Server;Mysql,Google Cloud,Codeigniter;Jquery;Node.js,Advertising Services,Chatgpt;Google Bard Ai,Github Copilot;Replit Ghostwriter;Whispr Ai,"Employed, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,Unknown,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Assembly;Bash/Shell (All Shells);C;C++;Go;Python,Cassandra;Couchbase;Sqlite,Amazon Web Services (Aws);Digital Ocean;Openstack,React,"Manufacturing, Transportation, Or Supply Chain",Chatgpt,Synk Code;Tabnine;Whispr Ai,"Student, Full-Time"
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Embedded Applications Or Devices",Some College/University Study Without Earning A Degree,Html/Css;Java;Javascript;Kotlin;Lua;Typescript,Dynamodb;Mongodb;Redis,Amazon Web Services (Aws),Spring Boot;Vue.js,Financial Services,Chatgpt,Aws Codewhisperer;Github Copilot,"Employed, Full-Time"
Midrand Campus,Data Science,I Am A Developer By Profession,"Developer, Back-End","Associate Degree (A.a., A.s., Etc.)",C#,Mysql,Unknown,Asp.net,Healthcare,Bing Ai,Aws Codewhisperer;Tabnine,"Employed, Full-Time"
Mbombela Campus,It,I Am A Developer By Profession,Devops Specialist,"Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Bash/Shell (All Shells);C;C#;C++;Haskell;Html/Css;Java;Javascript;Kotlin;Matlab;Python;Sql,Microsoft Sql Server;Mongodb;Mysql;Postgresql,Google Cloud;Microsoft Azure,Asp.net;Asp.net Core;Blazor;Jquery;Node.js;React,Higher Education,Bing Ai;Chatgpt,Adrenaline;Aws Codewhisperer;Codeium;Github Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.ai;Synk Code;Tabnine;Whispr Ai,"Student, Full-Time;Employed, Part-Time"
Mbombela Campus,It,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Unknown,"Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Assembly;Bash/Shell (All Shells);C;C#;C++;Html/Css;Java;Javascript;Lua;Powershell;Python;Rust;Sql;Typescript,Elasticsearch;Mariadb;Mongodb;Mysql;Neo4j;Postgresql;Sqlite,Microsoft Azure;Netlify;Openshift;Vercel,Express;Flask;React,Higher Education,Bing Ai;Chatgpt,Replit Ghostwriter;Tabnine,I Prefer Not To Say
Pretoria Campus,Computer Science,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",F#;Java;Javascript;Php;Python;R;Sql,Elasticsearch;H2;Mysql;Postgresql,Unknown,Laravel;Spring Boot,Advertising Services,Bing Ai;Chatgpt,Synk Code,"Employed, Part-Time;Student, Part-Time"
Nelson Mandela Bay Campus,It,I Am A Developer By Profession,Other (Please Specify):,Some College/University Study Without Earning A Degree,Assembly;Bash/Shell (All Shells);C++;Go;Html/Css;Javascript;Lua;Python;Rust;Sql;Typescript,Cassandra;Mariadb;Mongodb;Mysql;Postgresql;Sqlite,Amazon Web Services (Aws),Express;Fastapi;Flask;Next.js;Node.js;React,"Manufacturing, Transportation, Or Supply Chain",Chatgpt,Aws Codewhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine,"Employed, Full-Time"
Durban Campus,Data Science,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Unknown,Some College/University Study Without Earning A Degree,C;C++;Html/Css;Javascript;Python;Sql,Mysql;Sqlite,Digital Ocean;Netlify,Angular;Express;Fastapi;Flask;Node.js,Insurance,Chatgpt,Aws Codewhisperer;Codeium;Github Copilot;Replit Ghostwriter;Tabnine,"Student, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Embedded Applications Or Devices","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Bash/Shell (All Shells);C;C++;Html/Css;Java;Javascript;Sql,Mongodb,Unknown,Node.js,Retail And Consumer Services,Chatgpt,Aws Codewhisperer;Github Copilot;Replit Ghostwriter;Tabnine,"Employed, Full-Time"
Durban Campus,Data Science,I Am A Developer By Profession,Data Scientist Or Machine Learning Specialist,"Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",Html/Css;Javascript;Python;Sql,Mariadb;Mysql;Postgresql;Sqlite,Unknown,Flask,Legal Services,Chatgpt,Github Copilot;Synk Code;Whispr Ai,"Employed, Full-Time"
Durban Campus,Computer Science,I Am A Developer By Profession,"Developer, Full-Stack","Master’s Degree (M.a., M.s., M.eng., Mba, Etc.)",C#;Html/Css;Java;Javascript;Objective-C;Php;Powershell;Sql;Typescript;Vba;Visual Basic (.Net),Cosmos Db;Mariadb;Microsoft Access;Microsoft Sql Server;Mongodb;Mysql;Postgresql;Sqlite,Microsoft Azure,Angular;Asp.net;Asp.net Core;Express;Jquery;Node.js;Vue.js,Financial Services,Unknown,Aws Codewhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Independent Contractor, Freelancer, Or Self-Employed"
Pretoria Campus,It,I Am A Developer By Profession,"Developer, Back-End","Secondary School (E.g. American High School, German Realschule Or Gymnasium, Etc.)",Html/Css;Javascript;Sql,Mongodb;Mysql;Postgresql;Redis,Amazon Web Services (Aws);Firebase;Google Cloud;Heroku,Express;Node.js;React;Vue.js;Wordpress,Oil & Gas,Chatgpt,Adrenaline;Codeium;Github Copilot,"Employed, Full-Time"
Durban Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C#;Html/Css;Java;Perl;Python;Ruby;Rust;Sql;Typescript,Dynamodb;Elasticsearch;Postgresql,Amazon Web Services (Aws),Flask;React,Oil & Gas,Unknown,Aws Codewhisperer,"Employed, Full-Time"
Mbombela Campus,It,I Am A Developer By Profession,"Developer, Back-End","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Bash/Shell (All Shells);C;C++;Dart;Go;Html/Css;Java;Javascript;Python;Sql;Typescript,Dynamodb;Elasticsearch;Mariadb;Mongodb;Mysql;Oracle;Postgresql;Redis,Amazon Web Services (Aws);Netlify;Vercel,Express;Flask;Next.js;Node.js;React,Wholesale,Chatgpt,Codeium;Github Copilot;Replit Ghostwriter;Tabnine,"Employed, Full-Time"
Durban Campus,Data Science,I Am A Developer By Profession,"Developer, Embedded Applications Or Devices","Bachelor’s Degree (B.a., B.s., B.eng., Etc.)",Assembly;Bash/Shell (All Shells);C;Elixir,Mysql,Unknown,Phoenix,Other,Unknown,Aws Codewhisperer;Mintlify,"Employed, Full-Time"
Pretoria Campus,Data Science,I Am A Developer By Profession,"Developer, Full-Stack",Something Else,Html/Css;Javascript;Sql;Typescript,Oracle,Unknown,Node.js;React,Wholesale,Unknown,Adrenaline;Aws Codewhisperer;Github Copilot,"Employed, Part-Time"
Nelson Mandela Bay Campus,It,I Am A Developer By Profession,"Developer, Full-Stack","Associate Degree (A.a., A.s., Etc.)",Clojure;Elixir;Html/Css;Javascript;Kotlin;Python;Sql;Typescript,Mongodb;Postgresql;Sqlite,Amazon Web Services (Aws),Django;Vue.js,Financial Services,Chatgpt,Github Copilot;Synk Code;Whispr Ai,"Employed, Full-Time"
Midrand Campus,It,"I Am Not Primarily A Developer, But I Write Code Sometimes As Part Of My Work/Studies",Unknown,Some College/University Study Without Earning A Degree,Bash/Shell (All Shells);C;C++;F#;Haskell;Nim;Ocaml;Powershell;Python;Rust;Typescript;Zig,Mysql;Sqlite,Unknown,Angular,Retail And Consumer Services,Unknown,Mintlify,"Student, Full-Time;Not Employed, And Not Looking For Work"
Nelson Mandela Bay Campus,Data Science,I Am A Developer By Profession,"Developer, Back-End","Professional Degree (Jd, Md, Ph.d, Ed.d, Etc.)",Bash/Shell (All Shells);Go;Javascript;Python;Sql;Typescript,Bigquery;Influxdb;Postgresql;Sqlite,"Amazon Web Services (Aws);Google Cloud;Linode, Now Akamai",Express;Fastapi;Lit;React,Legal Services,Chatgpt;Google Bard Ai,Github Copilot;Mintlify;Tabnine,"Employed, Full-Time"
